Temperature (°C),Weight (Kg),On/off
14.625,9.094866686,0
14.625,9.09402194,0
14.625,9.086121419,0
14.625,9.089859497,0
14.625,9.101361835,0
14.625,9.085652925,0
14.625,9.093393157,0
14.625,9.099642212,0
14.625,9.082094443,0
14.625,9.081954334,0
14.625,9.086718378,0
14.562,9.073939693,0
14.562,9.075988298,0
14.625,9.093271568,0
14.562,9.088398291,0
14.562,9.088127467,0
14.562,9.077230882,0
14.562,9.066986484,0
14.562,9.057720955,0
14.562,9.072150891,0
14.562,9.09229271,0
14.562,9.08174582,0
14.562,9.075954303,0
14.562,9.082290383,0
14.562,9.078468661,0
14.562,9.083643997,0
14.562,9.087810854,0
14.562,9.083895571,0
14.562,9.083221578,0
14.562,9.078998233,0
14.5,9.080000265,0
14.562,9.073802835,0
14.5,9.083829701,0
14.562,9.077459969,0
14.5,9.082989394,0
14.5,9.087016649,0
14.562,9.082342405,0
14.5,9.078123386,0
14.5,9.077955549,0
14.5,9.06944838,0
14.5,9.081110153,0
14.5,9.07327929,0
14.5,9.067532727,0
14.5,9.069706261,0
14.5,9.091659599,0
14.5,9.064141041,0
14.5,9.063009417,0
14.5,9.056153499,0
14.5,9.076318449,0
14.5,9.061949967,0
14.5,9.068961567,0
14.437,9.069883928,0
14.437,9.058418641,0
14.5,9.06754257,0
14.437,9.057625641,0
14.437,9.057439751,0
14.437,9.081869333,0
14.437,9.091921062,0
14.437,9.091755054,0
14.437,9.069497912,0
14.437,9.068803101,0
14.437,9.065260533,0
14.437,9.069321896,0
14.437,9.072278948,0
14.437,9.07660654,0
14.437,9.073381101,0
14.437,9.072120408,0
14.437,9.086815735,0
14.437,9.08177826,0
14.437,9.073334402,0
14.375,9.059616703,0
14.437,9.067975822,0
14.437,9.074045627,0
14.375,9.058652633,0
14.375,9.072507507,0
14.437,9.065810299,0
14.375,9.073295012,0
14.375,9.060467823,0
14.375,9.067647004,0
14.375,9.063635779,0
14.375,9.05620521,0
14.375,9.072672694,0
14.375,9.091456114,0
14.312,9.07969125,0
14.312,9.077311486,0
14.375,9.075839161,0
14.375,9.070645216,0
14.375,9.070408749,0
14.312,9.065274255,0
14.312,9.071379735,0
14.312,9.057000148,0
14.312,9.066048687,0
14.312,9.062468442,0
14.312,9.073771735,0
14.312,9.076265405,0
14.312,9.073415194,0
14.312,9.070428213,0
14.312,9.081638394,0
14.312,9.067558097,0
14.25,9.071128708,0
14.312,9.062496227,0
14.25,9.073937536,0
14.25,9.079944398,0
14.25,9.065639025,0
14.25,9.0700923,0
14.25,9.077770341,0
14.25,9.064314916,0
14.25,9.069996071,0
14.25,9.091520181,0
14.25,9.088308376,0
14.25,9.097264557,0
14.25,9.081491329,0
14.25,9.077456799,0
14.187,9.073461387,0
14.25,9.063430846,0
14.25,9.078692462,0
14.187,9.067629156,0
14.187,9.067162129,0
14.187,9.066068298,0
14.187,9.058950937,0
14.187,9.058077376,0
14.187,9.06300969,0
14.187,9.059421863,0
14.187,9.054305285,0
14.187,9.051063037,0
14.187,9.0503256,0
14.187,9.046410641,0
14.187,9.049031525,0
14.187,9.051668196,0
14.125,9.057346694,0
14.125,9.046788401,0
14.125,9.035453885,0
14.125,9.051380768,0
14.125,9.037413738,0
14.125,9.034488462,0
14.125,9.039210768,0
14.125,9.046699159,0
14.125,9.032606841,0
14.125,9.04205597,0
14.062,9.037899393,0
14.125,9.047751995,0
14.062,9.050527302,0
14.062,9.042608381,0
14.062,9.035941774,0
14.062,9.044964426,0
14.062,9.052106224,0
14.062,9.04348123,0
14.062,9.053002227,0
14.062,9.043856347,0
14.062,9.052213893,0
14.062,9.053417353,0
14.062,9.046816336,0
14.062,9.042619293,0
14,9.042161307,0
14,9.042463707,0
14,9.038738883,0
14,9.041286249,0
14,9.037720878,0
14,9.022875252,0
14,9.031468013,0
14,9.022624302,0
14,9.01016089,0
14,9.023505898,0
13.937,9.034065622,0
13.937,9.022002587,0
13.937,9.028119777,0
13.937,9.029952006,0
13.937,9.028185391,0
13.937,9.021006865,0
13.937,9.017624347,0
13.937,9.017690811,0
13.937,9.021008696,0
13.937,9.038100584,0
13.937,9.026236373,0
13.875,9.014898911,0
13.875,9.019021845,0
13.875,9.017837749,0
13.937,9.015873364,0
13.875,9.022633179,0
13.875,9.019039636,0
13.875,9.011644303,0
13.875,9.004722479,0
13.875,9.018149499,0
13.875,9.00713111,0
13.875,9.012830027,0
13.812,9.015551403,0
13.812,9.00683924,0
13.812,8.984480206,0
13.812,9.008571503,0
13.812,9.03943793,0
13.812,9.022586309,0
13.812,9.024598237,0
13.812,9.005473945,0
13.812,9.016362205,0
13.812,9.014634041,0
13.75,9.006976326,0
13.75,9.006967418,0
13.812,9.021547407,0
13.75,9.013676466,0
13.75,9.003022778,0
13.75,9.003822004,0
13.75,9.012236377,0
13.75,9.012005209,0
13.75,9.003327609,0
13.75,9.009981887,0
13.687,8.99350319,0
13.687,9.012942225,0
13.687,9.009042263,0
13.75,9.002981542,0
13.687,9.011150691,0
13.687,9.002681236,0
13.687,9.006855724,0
13.625,9.005168847,0
13.687,9.00667165,0
13.687,9.011893863,0
13.687,8.996474135,0
13.625,8.988939417,0
13.625,8.984538049,0
13.625,8.993205263,0
13.625,8.997387266,0
13.625,8.990836156,0
13.625,9.009816905,0
13.625,8.998271107,0
13.562,8.99095969,0
13.562,8.990379897,0
13.562,8.990970288,0
13.562,8.992019683,0
13.562,8.995389815,0
13.562,8.994927388,0
13.562,8.997323729,0
13.562,8.997744271,0
13.562,8.982549579,0
13.5,8.986470426,0
13.5,8.974084457,0
13.562,8.976593138,0
13.5,8.98981936,0
13.5,8.986007485,0
13.5,8.977217564,0
13.5,8.994645312,0
13.5,8.986380359,0
13.5,8.986518898,0
13.437,8.985113391,0
13.437,8.986946618,0
13.437,8.991297947,0
13.437,8.991174363,0
13.437,8.980559236,0
13.437,8.982668879,0
13.437,8.983641691,0
13.437,8.995416343,0
13.437,8.983437012,0
13.375,8.972853796,0
13.375,8.987201561,0
13.375,8.986314908,0
13.375,8.992420206,0
13.375,8.977181562,0
13.312,8.967555208,0
13.312,8.975249772,0
13.312,8.974203277,0
13.375,8.965374642,0
13.312,8.982749146,0
13.312,8.966231981,0
13.312,8.976112341,0
13.312,8.974827825,0
13.312,8.977109986,0
13.312,8.972987919,0
13.312,8.969285419,0
13.312,8.972648683,0
13.25,8.980136833,0
13.25,8.964149608,0
13.25,8.973262316,0
13.25,8.968167235,0
13.25,8.961235488,0
13.25,8.961784969,0
13.25,8.957882094,0
13.187,8.964676581,0
13.187,8.961464556,0
13.187,8.962311917,0
13.187,8.961785189,0
13.187,8.963690728,0
13.187,8.963194623,0
13.187,8.974974482,0
13.187,8.969760711,0
13.187,8.963265035,0
13.187,8.953984285,0
13.187,8.948304396,0
13.125,8.947629863,0
13.125,8.936096514,0
13.125,8.918080156,0
13.125,8.91309028,0
13.125,8.906559016,0
13.125,8.947122852,0
13.062,8.924220157,0
13.125,8.920076273,0
13.062,8.931299022,0
13.062,8.916238988,0
13.062,8.915807143,0
13.062,8.912168161,0
13,8.918465451,0
13.062,8.932741826,0
13.062,8.932492652,0
13.062,8.938988983,0
13,8.922398461,0
13,8.909399901,0
13,8.930026665,0
13,8.9277428,0
13,8.939515585,0
13,8.932121309,0
12.937,8.927222587,0
12.937,8.935447729,0
12.937,8.919193012,0
12.937,8.914933339,0
12.937,8.916009613,0
12.937,8.927285399,0
12.937,8.913493768,0
12.937,8.933500346,0
12.937,8.920401074,0
12.875,8.916070726,0
12.875,8.918284977,0
12.875,8.90822046,0
12.875,8.91870235,0
12.875,8.905972691,0
12.875,8.916978099,0
12.875,8.904835171,0
12.812,8.91900119,0
12.875,8.914413859,0
12.812,8.914409616,0
12.812,8.917067426,0
12.812,8.909374217,0
12.812,8.910407205,0
12.812,8.917740867,0
12.812,8.905883047,0
12.812,8.909261167,0
12.812,8.924724557,0
12.75,8.910154271,0
12.75,8.917335192,0
12.75,8.931715336,0
12.75,8.928426909,0
12.75,8.91001391,0
12.75,8.918042832,0
12.75,8.912146593,0
12.75,8.907036887,0
12.75,8.919692227,0
12.75,8.893604514,0
12.75,8.906789761,0
12.687,8.901237876,0
12.687,8.883006436,0
12.687,8.897234089,0
12.687,8.892066095,0
12.687,8.887613799,0
12.687,8.895850173,0
12.625,8.901178942,0
12.687,8.888956593,0
12.687,8.901705791,0
12.625,8.891253112,0
12.625,8.87960973,0
12.625,8.882450666,0
12.625,8.890188195,0
12.625,8.875769761,0
12.625,8.889220891,0
12.625,8.885534115,0
12.625,8.890544706,0
12.625,8.878244691,0
12.562,8.871976476,0
12.562,8.880508597,0
12.562,8.88348589,0
12.562,8.871282597,0
12.562,8.875011236,0
12.562,8.857715743,0
12.562,8.880477487,0
12.562,8.884372687,0
12.562,8.868130178,0
12.562,8.878534818,0
12.562,8.876154099,0
12.5,8.865938585,0
12.562,8.879869423,0
12.5,8.872013037,0
12.562,8.894270103,0
12.5,8.881391594,0
12.5,8.880578619,0
12.5,8.879575489,0
12.5,8.872293772,0
12.5,8.877715827,0
12.5,8.871962145,0
12.5,8.879975581,0
12.5,8.868146601,0
12.5,8.8618981,0
12.437,8.867894966,0
12.437,8.88126632,0
12.437,8.878269676,0
12.437,8.880812535,0
12.437,8.868169993,0
12.437,8.883730188,0
12.437,8.869910324,0
12.437,8.888062305,0
12.437,8.895655758,0
12.437,8.874598685,0
12.375,8.860908842,0
12.437,8.857447689,0
12.375,8.8699672,0
12.437,8.860292844,0
12.375,8.860259827,0
12.375,8.873859581,0
12.375,8.882566679,0
12.375,8.860027351,0
12.375,8.87645006,0
12.375,8.864454575,0
12.375,8.839830859,0
12.375,8.84371858,0
12.375,8.863033672,0
12.375,8.870322859,0
12.375,8.860301039,0
12.375,8.854430304,0
12.375,8.858975438,0
12.375,8.870636723,0
12.375,8.862006704,0
12.375,8.862163743,0
12.312,8.859983139,0
12.375,8.868119283,0
12.375,8.876785313,0
12.375,8.869496701,0
12.375,8.870851261,0
12.312,8.882906454,0
12.312,8.860611838,0
12.312,8.865615458,0
12.375,8.878114519,0
12.312,8.868734765,0
12.375,8.876686714,0
12.312,8.88504125,0
12.312,8.874630655,0
12.375,8.857057409,0
12.375,8.871317162,0
12.375,8.871791203,0
12.375,8.860535143,0
12.375,8.855468039,0
12.375,8.860310863,0
12.375,8.86023958,0
12.375,8.871550305,0
12.375,8.85315936,0
12.375,8.871654068,0
12.375,8.866017795,0
12.437,8.860145186,0
12.437,8.864022242,0
12.437,8.870619852,0
12.437,8.870498313,0
12.437,8.871510554,0
12.437,8.870321548,0
12.437,8.878944462,0
12.5,8.849978658,0
12.5,8.854218766,0
12.5,8.867363438,0
12.562,8.865693508,0
12.562,8.86555102,0
12.562,8.85598044,0
12.625,8.847013459,0
12.625,8.845742184,0
12.687,8.871294214,0
12.687,8.874660146,0
12.75,8.870420469,0
12.812,8.881328239,0
12.812,8.880897913,0
12.875,8.871181246,0
12.937,8.86207702,0
12.937,8.868230267,0
13.062,8.878087689,1
13.062,8.867911865,1
13.125,8.880886663,1
13.187,8.863953539,1
13.187,8.865930577,1
13.25,8.876977812,1
13.312,8.860616179,1
13.375,8.879512429,1
13.437,8.873451279,1
13.5,8.891634832,1
13.5,8.882929528,1
13.562,8.891085913,1
13.625,8.893024577,1
13.625,8.891267088,1
13.687,8.891027514,1
13.75,8.893136225,1
13.812,8.888920038,1
13.812,8.901504832,1
13.875,8.892984164,1
13.937,8.890687535,1
14,8.879041442,1
14,8.878525276,1
14,8.892097687,1
14.062,8.887929242,1
14.125,8.885317367,1
14.187,8.878293357,1
14.187,8.888009691,1
14.25,8.889398572,1
14.25,8.890522774,1
14.312,8.892092834,1
14.312,8.901841914,1
14.375,8.901611396,1
14.375,8.907894084,1
14.375,8.901690851,1
14.375,8.905686951,1
14.437,8.904185539,1
14.375,8.895250645,1
14.375,8.918324999,1
14.437,8.909589367,1
14.437,8.920727202,1
14.437,8.904620158,1
14.437,8.915444026,1
14.437,8.926859646,0
14.375,8.904192656,0
14.437,8.902676695,0
14.437,8.908010634,0
14.437,8.90468245,0
14.437,8.892507733,0
14.437,8.912731586,0
14.437,8.924842381,0
14.437,8.920143251,0
14.437,8.916175027,0
14.437,8.903061359,0
14.437,8.908855,0
14.437,8.908147624,0
14.437,8.919960617,0
14.437,8.912728911,0
14.437,8.92210834,0
14.437,8.904430716,0
14.437,8.913695102,0
14.437,8.90874362,0
14.437,8.90234069,0
14.437,8.905220321,0
14.437,8.914319394,0
14.437,8.913170365,0
14.437,8.916270982,0
14.437,8.926358312,0
14.437,8.919241372,0
14.437,8.920517247,0
14.437,8.926884117,0
14.437,8.916570534,0
14.437,8.927862629,0
14.437,8.915963209,0
14.437,8.906295473,0
14.437,8.919556873,0
14.437,8.922834259,0
14.5,8.928400151,0
14.437,8.912583925,0
14.437,8.9133942,0
14.5,8.902707253,0
14.5,8.912548199,0
14.5,8.918645019,0
14.5,8.922704472,0
14.5,8.903355592,0
14.5,8.907598519,0
14.5,8.898501284,0
14.5,8.908311953,0
14.5,8.91403888,0
14.5,8.908373536,0
14.5,8.914385279,0
14.5,8.902408089,0
14.5,8.920334725,0
14.5,8.925001328,0
14.5,8.90910878,0
14.5,8.920144489,0
14.5,8.920942681,0
14.5,8.921715663,0
14.5,8.907490251,0
14.5,8.911453604,0
14.5,8.906646074,0
14.5,8.911919784,0
14.5,8.910485817,0
14.5,8.922016209,0
14.5,8.922782624,0
14.5,8.923865007,0
14.5,8.918721315,0
14.5,8.924994018,0
14.5,8.92121592,0
14.562,8.921332123,0
14.5,8.91843585,0
14.562,8.910388216,0
14.5,8.910414694,0
14.562,8.919719614,0
14.5,8.907315107,0
14.562,8.899263725,0
14.562,8.897517078,0
14.562,8.909008232,0
14.562,8.901077702,0
14.562,8.894625559,0
14.562,8.896733052,0
14.562,8.887508685,0
14.562,8.900299069,0
14.562,8.908318982,0
14.562,8.903198343,0
14.562,8.884076132,0
14.562,8.88634708,0
14.562,8.900013491,0
14.562,8.884782909,0
14.562,8.91204648,0
14.562,8.907980872,0
14.562,8.905568027,0
14.562,8.912324746,0
14.562,8.89170122,0
14.562,8.902726239,0
14.562,8.88756038,0
14.562,8.908402394,0
14.562,8.915741536,0
14.562,8.906466264,0
14.562,8.886725303,0
14.562,8.892472414,0
14.562,8.905482521,0
14.562,8.900797659,0
14.625,8.899471876,0
14.562,8.889180841,0
14.562,8.89791996,0
14.562,8.898415743,0
14.625,8.896061034,0
14.562,8.902216851,0
14.562,8.901660092,0
14.562,8.909025646,0
14.562,8.909555318,0
14.625,8.910522986,0
14.562,8.907707139,0
14.562,8.912297035,0
14.562,8.914236393,0
14.625,8.916522706,0
14.625,8.918700379,0
14.625,8.917969239,0
14.625,8.90401109,0
14.625,8.907727979,0
14.625,8.897910222,0
14.625,8.897143356,0
14.625,8.901952057,0
14.625,8.899160959,0
14.625,8.91601615,0
14.625,8.894640863,0
14.625,8.902042414,0
14.625,8.915399946,0
14.625,8.906295398,0
14.625,8.91749388,0
14.625,8.910701083,0
14.625,8.908131635,0
14.625,8.900773176,0
14.625,8.90705827,0
14.625,8.893394159,0
14.625,8.902299179,0
14.625,8.913683923,0
14.687,8.896939609,0
14.625,8.901882656,0
14.625,8.898392366,0
14.625,8.920399661,0
14.687,8.900783808,0
14.625,8.899165623,0
14.625,8.915005151,0
14.625,8.907069096,0
14.625,8.902518412,0
14.687,8.906963844,0
14.687,8.906139593,0
14.687,8.913920644,0
14.687,8.909613227,0
14.687,8.916739808,0
14.687,8.926124107,0
14.687,8.91157408,0
14.687,8.912296482,0
14.687,8.903995161,0
14.687,8.901503715,0
14.687,8.896340794,0
14.687,8.916262112,0
14.687,8.902924944,0
14.687,8.908636547,0
14.687,8.913629913,0
14.687,8.895908837,0
14.687,8.896550227,0
14.687,8.906676204,0
14.687,8.897710629,0
14.687,8.903282097,0
14.687,8.883004079,0
14.687,8.879391827,0
14.687,8.882778763,0
14.687,8.897718121,0
14.687,8.901138022,0
14.687,8.893965798,0
14.687,8.895799104,0
14.687,8.89329216,0
14.75,8.908082344,0
14.687,8.885957361,0
14.75,8.899933443,0
14.75,8.888114426,0
14.687,8.879289836,0
14.687,8.890826695,0
14.75,8.910169969,0
14.75,8.906442745,0
14.687,8.892228343,0
14.75,8.900722181,0
14.687,8.899969235,0
14.75,8.899315973,0
14.75,8.891282185,0
14.75,8.902893081,0
14.75,8.901488827,0
14.75,8.901315204,0
14.75,8.892409923,0
14.75,8.897267909,0
14.75,8.894329295,0
14.75,8.896060231,0
14.75,8.896780671,0
14.75,8.905030137,0
14.75,8.916134304,0
14.75,8.909646915,0
14.75,8.892090221,0
14.75,8.89829968,0
14.75,8.903195201,0
14.75,8.902360464,0
14.75,8.909023303,0
14.75,8.907763682,0
14.75,8.910950286,0
14.75,8.899049604,0
14.75,8.90485875,0
14.75,8.909077901,0
14.75,8.900839775,0
14.75,8.904464248,0
14.75,8.897360327,0
14.812,8.898833998,0
14.75,8.902148629,0
14.812,8.907568445,0
14.75,8.895721646,0
14.75,8.904438971,0
14.75,8.911358198,0
14.75,8.905434598,0
14.812,8.92492822,0
14.75,8.906244605,0
14.75,8.90144765,0
14.812,8.898442817,0
14.812,8.922143477,0
14.812,8.904675136,0
14.812,8.914424181,0
14.812,8.904750944,0
14.812,8.904093926,0
14.812,8.904996328,0
14.812,8.909150215,0
14.812,8.907815976,0
14.812,8.896344378,0
14.812,8.900249713,0
14.812,8.902485922,0
14.812,8.903696889,0
14.812,8.899862176,0
14.812,8.887877801,0
14.812,8.896954948,0
14.812,8.906040923,0
14.812,8.89594205,0
14.812,8.894802637,0
14.812,8.892676778,0
14.812,8.886479195,0
14.812,8.900694802,0
14.812,8.899952409,0
14.812,8.905095085,0
14.812,8.904868455,0
14.875,8.891423697,0
14.812,8.903753335,0
14.812,8.915122058,0
14.812,8.905070169,0
14.875,8.891526251,0
14.812,8.915944343,0
14.812,8.910523403,0
14.875,8.896834526,0
14.812,8.902859089,0
14.812,8.894801233,0
14.812,8.899110245,0
14.875,8.900879177,0
14.875,8.908530616,0
14.875,8.898748464,0
14.875,8.906074547,0
14.875,8.89401766,0
14.875,8.904816284,0
14.812,8.896796193,0
14.875,8.899487971,0
14.875,8.899326789,0
14.875,8.92347386,0
14.875,8.907012078,0
14.875,8.909353415,0
14.875,8.921772757,0
14.875,8.9029151,0
14.875,8.90150186,0
14.875,8.902305584,0
14.875,8.92981925,0
14.875,8.901648249,0
14.875,8.900713264,0
14.875,8.900133931,0
14.875,8.908545749,0
14.875,8.914547198,0
14.875,8.896610915,0
14.875,8.897108408,0
14.875,8.911361598,0
14.875,8.892129307,0
14.875,8.901065261,0
14.875,8.902671912,0
14.875,8.903603629,0
14.937,8.900901004,0
14.937,8.901212404,0
14.937,8.901428304,0
14.937,8.886227411,0
14.875,8.896947493,0
14.937,8.899543642,0
14.875,8.917659202,0
14.937,8.888245494,0
14.937,8.905858197,0
14.937,8.915578591,0
14.937,8.898632113,0
14.937,8.898927578,0
14.937,8.894041824,0
14.937,8.896409348,0
14.937,8.894869999,0
14.937,8.8913966,0
14.937,8.881149872,0
14.937,8.893509578,0
14.937,8.89068831,0
14.937,8.902812416,0
14.937,8.897182552,0
14.937,8.902697387,0
14.937,8.897018771,0
14.937,8.903025833,0
14.937,8.911205131,0
14.937,8.910023602,0
15,8.905263026,0
14.937,8.899826637,0
14.937,8.885147524,0
14.937,8.880509589,0
14.937,8.894945327,0
14.937,8.896404586,0
14.937,8.89914324,0
14.937,8.903566497,0
14.937,8.908679357,0
14.937,8.91526747,0
14.937,8.900907177,0
15,8.901558103,0
15,8.898216161,0
15,8.908531901,0
15,8.921741207,0
15,8.929364255,0
15,8.917175107,0
15,8.916249659,0
15,8.925260954,0
15,8.92348954,0
15,8.908476818,0
15,8.908960227,0
15,8.916935573,0
15,8.909485444,0
15,8.890045712,0
15,8.899806515,0
15,8.904306129,0
15,8.90663279,0
15,8.894903441,0
15,8.893248357,0
15,8.90936571,0
15,8.912056366,0
15,8.89951454,0
15,8.896698876,0
15,8.904640154,0
15,8.909748611,0
15,8.905730716,0
15,8.907345481,0
15,8.897291382,0
15,8.888847199,0
15,8.897350502,0
15,8.893168777,0
15,8.899649068,0
15,8.899863479,0
15.062,8.903384654,0
15.062,8.91310768,0
15.062,8.907673611,0
15,8.90519854,0
15.062,8.904971739,0
15.062,8.917951811,0
15.062,8.910596777,0
15.062,8.916223494,0
15.062,8.914064747,0
15.062,8.931839683,0
15.062,8.918334183,0
15.062,8.908139555,0
15.062,8.925866556,0
15.062,8.914290616,0
15.062,8.90781428,0
15.062,8.897565067,0
15.062,8.913450317,0
15.062,8.919001127,0
15.062,8.921487305,0
15.062,8.907652187,0
15.062,8.917295409,0
15.062,8.918025832,0
15.062,8.909651529,0
15.062,8.922762823,0
15.062,8.907774497,0
15.125,8.898275185,0
15.062,8.907496108,0
15.062,8.91427941,0
15.062,8.913530769,0
15.125,8.908132272,0
15.125,8.905492558,0
15.062,8.910766829,0
15.062,8.921371663,0
15.125,8.911222823,0
15.125,8.90816108,0
15.125,8.901868223,0
15.125,8.89639354,0
15.125,8.903502689,0
15.125,8.907707776,0
15.125,8.912169985,0
15.062,8.894028724,0
15.125,8.889409201,0
15.125,8.891069014,0
15.125,8.912932724,0
15.125,8.898521962,0
15.125,8.921262179,0
15.125,8.891669728,0
15.125,8.881009848,0
15.125,8.898041156,0
15.125,8.896812562,0
15.125,8.894775258,0
15.125,8.886956734,0
15.125,8.896065258,0
15.125,8.902907847,0
15.125,8.888569244,0
15.125,8.889438332,0
15.125,8.888262448,0
15.125,8.905237099,0
15.125,8.904485796,0
15.125,8.897678259,0
15.125,8.892932494,0
15.187,8.900893723,0
15.187,8.890569407,0
15.125,8.90757673,0
15.125,8.901209543,0
15.125,8.908321085,0
15.187,8.897590003,0
15.187,8.89966827,0
15.187,8.902446543,0
15.187,8.897490763,0
15.187,8.892808842,0
15.187,8.870982397,0
15.187,8.889695239,0
15.187,8.898107041,0
15.187,8.895769943,0
15.187,8.899707201,0
15.187,8.904935852,0
15.187,8.915159465,0
15.187,8.909591362,0
15.187,8.904157909,0
15.187,8.900379331,0
15.187,8.903394486,0
15.187,8.902979932,0
15.187,8.907319208,0
15.187,8.912227679,0
15.187,8.906164184,0
15.25,8.907997444,0
15.187,8.906581169,0
15.187,8.908686082,0
15.187,8.928119731,0
15.25,8.928643994,0
15.187,8.927097821,0
15.25,8.912013604,0
15.25,8.920434276,0
15.187,8.926285702,0
15.187,8.925969479,0
15.187,8.914561334,0
15.25,8.906654385,0
15.25,8.911467047,0
15.25,8.901813571,0
15.25,8.927264827,0
15.25,8.916161279,0
15.25,8.912255899,0
15.25,8.915475419,0
15.25,8.923859062,0
15.25,8.912797168,0
15.25,8.915982529,0
15.25,8.925429096,0
15.25,8.927992165,0
15.25,8.92748357,0
15.25,8.928638639,0
15.25,8.914231049,0
15.25,8.901121453,0
15.25,8.892565513,0
15.25,8.919862388,0
15.25,8.929561734,0
15.25,8.932121687,0
15.25,8.921080644,0
15.25,8.917070474,0
15.25,8.922797216,0
15.25,8.922404587,0
15.25,8.905362928,0
15.25,8.917985793,0
15.25,8.916289629,0
15.312,8.919798622,0
15.312,8.923492007,0
15.312,8.925162203,0
15.312,8.925745672,0
15.312,8.903817715,0
15.312,8.920716866,0
15.312,8.91029051,0
15.312,8.903703737,0
15.312,8.901597357,0
15.312,8.911348839,0
15.312,8.918228931,0
15.312,8.909620834,0
15.312,8.896301382,0
15.312,8.913828185,0
15.312,8.91660167,0
15.312,8.890893361,0
15.312,8.905072669,0
15.312,8.906267936,0
15.312,8.902698435,0
15.312,8.905121766,0
15.312,8.903342945,0
15.312,8.901955838,0
15.312,8.910208898,0
15.312,8.905714023,0
15.312,8.917948777,0
15.312,8.910755239,0
15.312,8.900031209,0
15.312,8.914813155,0
15.312,8.910168237,0
15.312,8.915976137,0
15.312,8.894576773,0
15.312,8.869415885,0
15.312,8.885753072,0
15.312,8.910339477,0
15.312,8.897551962,0
15.312,8.892665289,0
15.375,8.913880903,0
15.312,8.893525327,0
15.312,8.88064657,0
15.375,8.886963518,0
15.312,8.890437995,0
15.375,8.893809217,0
15.375,8.885801148,0
15.375,8.919054166,0
15.375,8.904834061,0
15.375,8.89249838,0
15.375,8.894149986,0
15.375,8.890427648,0
15.375,8.896264411,0
15.375,8.885349927,0
15.375,8.88443923,0
15.375,8.877665691,0
15.375,8.880906747,0
15.375,8.895840489,0
15.375,8.895892314,0
15.375,8.898089054,0
15.375,8.886557866,0
15.375,8.891362509,0
15.375,8.888779095,0
15.375,8.898959248,0
15.375,8.901677626,0
15.375,8.915513043,0
15.375,8.915759153,0
15.375,8.914349299,0
15.375,8.902766884,0
15.375,8.919992921,0
15.375,8.908098442,0
15.375,8.901678125,0
15.375,8.90553054,0
15.437,8.909038598,0
15.375,8.90356808,0
15.437,8.909051487,0
15.375,8.904854718,0
15.375,8.895730988,0
15.375,8.902408479,0
15.375,8.90268271,0
15.437,8.90570785,0
15.437,8.88956611,0
15.437,8.896640693,0
15.437,8.891946557,0
15.437,8.903772497,0
15.437,8.91140792,0
15.437,8.906226991,0
15.437,8.909462256,0
15.437,8.906628196,0
15.437,8.909089208,0
15.437,8.906506308,0
15.437,8.888591885,0
15.437,8.898413839,0
15.437,8.886062922,0
15.437,8.901122138,0
15.437,8.908887521,0
15.437,8.906515033,0
15.437,8.902060755,0
15.437,8.894838194,0
15.437,8.888535789,0
15.437,8.897946965,0
15.437,8.89859965,0
15.437,8.898896186,0
15.437,8.893343655,0
15.437,8.90599445,0
15.437,8.898782811,0
15.5,8.904484349,0
15.437,8.904766016,0
15.437,8.899666042,0
15.5,8.903360372,0
15.437,8.907359317,0
15.437,8.913612296,0
15.5,8.915959196,0
15.437,8.915710143,0
15.437,8.906442941,0
15.437,8.907946375,0
15.5,8.911541274,0
15.5,8.909504061,0
15.5,8.902253434,0
15.5,8.896979312,0
15.5,8.901988473,0
15.5,8.909228911,0
15.5,8.918257256,0
15.5,8.900309582,0
15.5,8.901504282,0
15.5,8.902018353,0
15.5,8.909518864,0
15.5,8.906345018,0
15.5,8.896167755,0
15.5,8.881959824,0
15.5,8.887441476,0
15.5,8.891143518,0
15.5,8.899424767,0
15.5,8.885906234,0
15.5,8.898196206,0
15.5,8.895129511,0
15.5,8.90402331,0
15.5,8.918469833,0
15.5,8.906624543,0
15.5,8.913336808,0
15.5,8.915100403,0
15.5,8.906033741,0
15.5,8.899539979,0
15.5,8.89392743,0
15.5,8.900705403,0
15.5,8.908168921,0
15.5,8.898142816,0
15.5,8.907854956,0
15.562,8.922559857,0
15.562,8.903832067,0
15.562,8.915201386,0
15.5,8.905390733,0
15.562,8.903805566,0
15.562,8.899823138,0
15.562,8.927364682,0
15.562,8.91630651,0
15.562,8.91217457,0
15.562,8.916669584,0
15.562,8.901392981,0
15.5,8.903540242,0
15.562,8.896977168,0
15.562,8.894654992,0
15.562,8.901989884,0
15.562,8.893994791,0
15.562,8.89863529,0
15.562,8.897049848,0
15.562,8.912623725,0
15.562,8.919553865,0
15.562,8.918998771,0
15.562,8.908462817,0
15.562,8.900867363,0
15.562,8.904702682,0
15.562,8.917066153,0
15.562,8.919893724,0
15.562,8.912110828,0
15.562,8.91585062,0
15.562,8.90259412,0
15.562,8.919620238,0
15.562,8.921462756,0
15.562,8.912237344,0
15.625,8.911815936,0
15.562,8.906327751,0
15.562,8.907793274,0
15.562,8.907795412,0
15.625,8.900554573,0
15.562,8.908410903,0
15.625,8.90774517,0
15.625,8.901165458,0
15.562,8.919342664,0
15.625,8.920476046,0
15.625,8.913272755,0
15.625,8.912562408,0
15.625,8.908899887,0
15.625,8.914225287,0
15.625,8.92050957,0
