Temperature (°C),Weight (Kg),On/off
12.562,9.201439751,0
12.562,9.201322596,0
12.562,9.200371293,0
12.562,9.199569062,0
12.562,9.204977951,0
12.562,9.210782957,0
12.562,9.202716482,0
12.562,9.19527855,0
12.562,9.199153112,0
12.562,9.214674286,0
12.562,9.208820497,0
12.562,9.193169717,0
12.562,9.198104232,0
12.562,9.204425292,0
12.562,9.195184851,0
12.562,9.190106195,0
12.562,9.204297362,0
12.562,9.200598638,0
12.562,9.203844663,0
12.562,9.19753647,0
12.625,9.214013577,0
12.562,9.202109332,0
12.625,9.205097861,0
12.625,9.198381688,0
12.625,9.206960034,0
12.625,9.219559844,0
12.625,9.210044713,0
12.625,9.204340349,0
12.625,9.205007042,0
12.625,9.207401096,0
12.687,9.214130621,0
12.687,9.211717078,0
12.687,9.206812589,0
12.687,9.209073717,0
12.75,9.219550741,0
12.75,9.22203232,0
12.812,9.216430814,0
12.812,9.222115208,0
12.875,9.205410442,0
12.875,9.225385386,0
12.937,9.221303567,0
13,9.224327474,0
13,9.22224758,0
13.062,9.21720186,1
13.062,9.198490181,1
13.062,9.209274473,1
13.125,9.210967275,1
13.187,9.221703632,1
13.187,9.210892066,1
13.25,9.202812508,1
13.25,9.208614456,1
13.25,9.207652635,1
13.312,9.213499192,1
13.312,9.226188019,1
13.375,9.215423571,1
13.375,9.224790218,1
13.375,9.229364067,1
13.437,9.214524327,1
13.437,9.218468962,1
13.437,9.230518471,1
13.437,9.223119083,1
13.437,9.22842527,1
13.5,9.227251001,1
13.5,9.21689579,1
13.5,9.21490739,1
13.5,9.21699824,1
13.5,9.206739013,1
13.5,9.222749222,1
13.5,9.187658761,1
13.5,9.131225946,0
13.5,9.143564887,0
13.437,9.135603569,0
13.5,9.147080792,0
13.5,9.150273613,0
13.5,9.137159669,0
13.5,9.140879504,0
13.437,9.141827475,0
13.5,9.149926236,0
13.5,9.149420723,0
13.437,9.137923547,0
13.5,9.140517991,0
13.5,9.12598531,0
13.5,9.139964114,0
13.437,9.139111033,0
13.437,9.132927206,0
13.5,9.144732318,0
13.437,9.132896692,0
13.437,9.121484862,0
13.437,9.134292811,0
13.437,9.13674626,0
13.437,9.130121203,0
13.437,9.127043948,0
13.437,9.130571751,0
13.437,9.132432465,0
13.5,9.127959969,0
13.5,9.132805356,0
13.437,9.122476972,0
13.5,9.123681228,0
13.437,9.123892064,0
13.437,9.119786418,0
13.437,9.113640022,0
13.437,9.120626104,0
13.437,9.124603883,0
13.437,9.115343091,0
13.437,9.117046708,0
13.437,9.131361894,0
13.437,9.135926872,0
13.437,9.141312725,0
13.437,9.119571608,0
13.437,9.122351855,0
13.437,9.129409079,0
13.437,9.11664086,0
13.437,9.109575635,0
13.437,9.116508676,0
13.437,9.1167824,0
13.437,9.116868926,0
13.437,9.124769115,0
13.437,9.119142739,0
13.437,9.125993393,0
13.437,9.124998216,0
13.437,9.119277793,0
13.437,9.111986377,0
13.437,9.116929115,0
13.437,9.115747265,0
13.437,9.107465135,0
13.437,9.11667891,0
13.437,9.132433342,0
13.437,9.119788766,0
13.437,9.121879299,0
13.437,9.121262839,0
13.375,9.120540707,0
13.437,9.12201422,0
13.437,9.124653661,0
13.437,9.125296262,0
13.375,9.12665736,0
13.437,9.124737891,0
13.375,9.124998336,0
13.437,9.11248371,0
13.375,9.112886607,0
13.437,9.124371302,0
13.437,9.118272485,0
13.437,9.125691709,0
13.437,9.122671357,0
13.437,9.114048416,0
13.437,9.096564335,0
13.375,9.132588908,0
13.437,9.102222375,0
13.375,9.108784483,0
13.375,9.119340471,0
13.375,9.111994167,0
13.437,9.115113517,0
13.375,9.104971803,0
13.375,9.112407242,0
13.375,9.117981511,0
13.437,9.123697139,0
13.375,9.120188875,0
13.437,9.11308338,0
13.375,9.124882926,0
13.375,9.113932715,0
13.375,9.117130432,0
13.375,9.104029225,0
13.375,9.112194359,0
13.375,9.099329938,0
13.375,9.114660158,0
13.375,9.113746909,0
13.375,9.098848724,0
13.375,9.112265947,0
13.375,9.12253595,0
13.375,9.12677925,0
13.375,9.111030391,0
13.375,9.119826636,0
13.375,9.101930542,0
13.375,9.114741132,0
13.375,9.101862439,0
13.375,9.096308349,0
13.375,9.111735902,0
13.375,9.101340365,0
13.375,9.11549905,0
13.375,9.092769207,0
13.375,9.117562536,0
13.375,9.118071815,0
13.375,9.117065689,0
13.375,9.096000869,0
13.375,9.089359902,0
13.375,9.102928868,0
13.375,9.089614991,0
13.375,9.110733214,0
13.375,9.103571863,0
13.375,9.101473775,0
13.375,9.099730226,0
13.375,9.101503569,0
13.312,9.096753244,0
13.375,9.096790352,0
13.375,9.090819452,0
13.375,9.106333017,0
13.375,9.091459171,0
13.375,9.104704985,0
13.375,9.095990573,0
13.375,9.096896683,0
13.375,9.09838206,0
13.375,9.098498758,0
13.375,9.087636202,0
13.375,9.092844,0
13.375,9.095333494,0
13.375,9.092655773,0
13.375,9.099040808,0
13.375,9.088281165,0
13.375,9.0953543,0
13.375,9.084148073,0
13.375,9.081179188,0
13.375,9.095098899,0
13.375,9.069158185,0
13.375,9.084060281,0
13.312,9.089401477,0
13.312,9.082315725,0
13.312,9.087027622,0
13.312,9.090665843,0
13.312,9.093741329,0
13.375,9.107941469,0
13.312,9.095542435,0
13.312,9.114684131,0
13.312,9.109770858,0
13.312,9.097266655,0
13.375,9.10401082,0
13.312,9.105366123,0
13.375,9.09296504,0
13.312,9.0962429,0
13.312,9.101105711,0
13.312,9.111143175,0
13.312,9.104136482,0
13.375,9.089494258,0
13.312,9.096023408,0
13.312,9.092456527,0
13.312,9.103552942,0
13.312,9.09828817,0
13.312,9.10418617,0
13.312,9.094920309,0
13.312,9.107924324,0
13.312,9.094276339,0
13.312,9.0876472,0
13.312,9.098264313,0
13.312,9.090199235,0
13.312,9.09133831,0
13.312,9.094660621,0
13.312,9.10026218,0
13.312,9.092747514,0
13.312,9.105820261,0
13.312,9.096577863,0
13.312,9.089910951,0
13.312,9.086286493,0
13.312,9.087562822,0
13.312,9.088822908,0
13.312,9.092997178,0
13.312,9.083231342,0
13.312,9.084341266,0
13.312,9.083904946,0
13.312,9.084564612,0
13.312,9.091324454,0
13.312,9.098064412,0
13.312,9.092233381,0
13.312,9.086634696,0
13.312,9.093937633,0
13.312,9.097767132,0
13.312,9.082813186,0
13.312,9.089469829,0
13.25,9.101087913,0
13.312,9.113981376,0
13.312,9.098318128,0
13.312,9.100835603,0
13.312,9.099236262,0
13.312,9.091086983,0
13.312,9.094436275,0
13.25,9.103355519,0
13.25,9.10020162,0
13.312,9.090192969,0
13.25,9.097975565,0
13.25,9.089047089,0
13.25,9.101888918,0
13.312,9.073599274,0
13.25,9.070747022,0
13.25,9.084820572,0
13.25,9.081819733,0
13.25,9.090255124,0
13.25,9.080475007,0
13.25,9.081517598,0
13.25,9.071269361,0
13.25,9.073633951,0
13.25,9.082104122,0
13.25,9.079859677,0
13.25,9.081791834,0
13.25,9.08355936,0
13.25,9.074302297,0
13.25,9.071818426,0
13.25,9.096068167,0
13.25,9.089943976,0
13.25,9.092685547,0
13.25,9.10451522,0
13.25,9.078714542,0
13.25,9.089919278,0
13.25,9.105887412,0
13.25,9.099135904,0
13.25,9.09482415,0
13.25,9.102025299,0
13.25,9.081726937,0
13.25,9.087841854,0
13.25,9.086100702,0
13.25,9.077622775,0
13.25,9.075967035,0
13.25,9.08731782,0
13.25,9.068405064,0
13.25,9.081636522,0
13.25,9.076669766,0
13.25,9.097851237,0
13.25,9.088954659,0
13.25,9.084217115,0
13.25,9.085010387,0
13.187,9.065523294,0
13.187,9.080463969,0
13.187,9.079534609,0
13.25,9.079909491,0
13.187,9.080937946,0
13.187,9.079786374,0
13.187,9.088699882,0
13.187,9.074105191,0
13.187,9.072933706,0
13.187,9.079338387,0
13.187,9.062311942,0
13.187,9.066987435,0
13.187,9.078425299,0
13.187,9.087010294,0
13.187,9.075633095,0
13.187,9.074754484,0
13.187,9.074336836,0
13.187,9.080466189,0
13.187,9.079880465,0
13.187,9.079674948,0
13.187,9.066351774,0
13.187,9.075275288,0
13.187,9.086827669,0
13.187,9.085533232,0
13.187,9.090152686,0
13.187,9.085406836,0
13.187,9.080841062,0
13.187,9.088524572,0
13.187,9.087697019,0
13.187,9.098538071,0
13.125,9.06753351,0
13.187,9.079588822,0
13.187,9.083643871,0
13.187,9.080741061,0
13.187,9.085592755,0
13.125,9.07208121,0
13.125,9.078611256,0
13.125,9.077620517,0
13.125,9.078415493,0
13.187,9.090433144,0
13.125,9.093537164,0
13.125,9.091698264,0
13.187,9.071291745,0
13.125,9.059852127,0
13.125,9.072122857,0
13.125,9.066371047,0
13.125,9.08104684,0
13.125,9.065226311,0
13.125,9.078831589,0
13.125,9.060260337,0
13.125,9.07621228,0
13.125,9.080608799,0
13.125,9.063324952,0
13.125,9.068502333,0
13.125,9.059003726,0
13.125,9.062733359,0
13.062,9.051790262,0
13.062,9.07221975,0
13.125,9.064579326,0
13.125,9.059591702,0
13.062,9.039029835,0
13.062,9.081127846,0
13.062,9.082276375,0
13.125,9.078735839,0
13.062,9.084428797,0
13.062,9.090753874,0
13.062,9.092922419,0
13.062,9.071901693,0
13.062,9.056533901,0
13.062,9.068435093,0
13.062,9.06467782,0
13.062,9.04987853,0
13.062,9.04689731,0
13.062,9.058728507,0
13.062,9.065656329,0
13.062,9.073428189,0
13.062,9.063403665,0
13.062,9.056403809,0
13.062,9.068670492,0
13.062,9.069703111,0
13.062,9.068546802,0
13.062,9.070494495,0
13.062,9.076125511,0
13.062,9.067583272,0
13.062,9.062044949,0
13.062,9.06466196,0
13.062,9.04164299,0
13.062,9.06508941,0
13.062,9.062000978,0
13.062,9.061556458,0
13,9.047502383,0
13,9.071588382,0
13,9.066390552,0
13.062,9.073058601,0
13,9.051233474,0
13,9.054076543,0
13.062,9.064707143,0
13,9.072320908,0
13,9.060377757,0
13,9.057243779,0
13,9.072182152,0
13,9.071437129,0
13,9.067565023,0
13,9.054704157,0
13,9.074488736,0
13,9.06871112,0
13,9.063189574,0
13,9.049682304,0
13,9.063203779,0
13,9.073153345,0
13,9.076609261,0
13,9.077653354,0
13,9.058981804,0
13,9.056780411,0
13,9.05408188,0
13,9.051830711,0
13,9.056917282,0
13,9.050203647,0
13,9.046567552,0
13,9.060718878,0
12.937,9.056109193,0
13,9.039676887,0
12.937,9.053679446,0
12.937,9.038379611,0
12.937,9.044118716,0
12.937,9.060216848,0
12.937,9.049201103,0
12.937,9.068145132,0
12.937,9.03569726,0
12.937,9.048641806,0
12.937,9.048285662,0
12.937,9.042874659,0
12.937,9.038440235,0
12.937,9.033130348,0
12.937,9.039607243,0
12.937,9.044848351,0
12.937,9.034622407,0
12.937,9.024074406,0
12.937,9.027575586,0
12.937,9.025991279,0
12.937,9.032996826,0
12.875,9.034406031,0
12.937,9.024118583,0
12.875,9.036404265,0
12.875,9.028265654,0
12.937,9.03144256,0
12.937,9.023117332,0
12.875,9.027345283,0
12.875,9.020377753,0
12.875,9.033466416,0
12.875,9.024844218,0
12.937,9.042632806,0
12.875,9.028511813,0
12.875,9.032677416,0
12.875,9.037780588,0
12.875,9.030346407,0
12.875,9.036943166,0
12.875,9.029116588,0
12.875,9.023286253,0
12.875,9.023983429,0
12.875,9.037524215,0
12.875,9.038276765,0
12.875,9.013522505,0
12.875,9.019579834,0
12.875,9.018335106,0
12.812,9.030717421,0
12.875,9.043360716,0
12.812,9.041166662,0
12.812,9.043372277,0
12.875,9.045455983,0
12.875,9.047901166,0
12.812,9.047425882,0
12.812,9.03961598,0
12.812,9.031749923,0
12.812,9.018804593,0
12.812,9.038731523,0
12.812,9.038902785,0
12.812,9.027518409,0
12.812,9.021822409,0
12.812,9.035156038,0
12.812,9.023673925,0
12.812,9.024068809,0
12.812,9.007943922,0
12.812,9.02119591,0
12.812,9.010181715,0
12.812,9.031671488,0
12.812,9.029508594,0
12.75,9.041613111,0
12.812,9.020323732,0
12.75,9.016447732,0
12.812,9.024192471,0
12.812,9.029859169,0
12.75,9.025057214,0
12.812,9.026094697,0
12.75,9.027662079,0
12.75,9.038987575,0
12.75,9.027544499,0
12.75,9.044952118,0
12.75,9.034161587,0
12.75,9.0408059,0
12.75,9.042635841,0
12.75,9.042812568,0
12.75,9.03553346,0
12.75,9.030079786,0
12.75,9.026464718,0
12.75,9.023253253,0
12.75,9.027873802,0
12.75,9.026055449,0
12.687,9.027046296,0
12.687,9.024839661,0
12.687,9.026192376,0
12.687,9.026393538,0
12.687,9.029459836,0
12.687,9.024523724,0
12.687,9.032356156,0
12.687,9.029839362,0
12.687,9.03509689,0
12.687,9.027608905,0
12.687,9.035707056,0
12.625,9.033257996,0
12.687,9.035388368,0
12.687,9.030773309,0
12.687,9.034248604,0
12.687,9.038945295,0
12.687,9.029828519,0
12.625,9.039554227,0
12.625,9.029603123,0
12.625,9.034123518,0
12.625,9.038298666,0
12.625,9.033576285,0
12.625,9.030605696,0
12.625,9.03660399,0
12.625,9.033125558,0
12.625,9.03272013,0
12.625,9.035957069,0
12.625,9.019999044,0
12.625,9.026912376,0
12.562,9.018061527,0
12.562,9.023805835,0
12.625,9.029340486,0
12.625,9.03096388,0
12.562,9.028978557,0
12.562,9.017776106,0
12.562,9.030678771,0
12.562,9.020020355,0
12.562,9.031427017,0
12.562,9.030261422,0
12.562,9.02018772,0
12.562,9.026318637,0
12.562,9.018500017,0
12.562,9.031687268,0
12.5,9.021173003,0
12.562,9.028654052,0
12.5,9.022951534,0
12.5,9.016545804,0
12.5,9.029688545,0
12.562,9.01356223,0
12.5,9.031031819,0
12.5,9.038012954,0
12.5,9.032530705,0
12.5,9.028370133,0
12.5,9.025657485,0
12.5,9.036348625,0
12.5,9.023546138,0
12.437,9.033104772,0
12.5,9.035181194,0
12.437,9.040029427,0
12.437,9.02911779,0
12.437,9.027836266,0
12.437,9.035814034,0
12.437,9.037141297,0
12.437,9.039298272,0
12.437,9.048466304,0
12.437,9.046480789,0
12.437,9.032288557,0
12.437,9.025369614,0
12.437,9.025331247,0
12.437,9.026249692,0
12.437,9.019489296,0
12.437,9.030225666,0
12.437,9.029982923,0
12.437,9.040655758,0
12.437,9.032285767,0
12.375,9.031949684,0
12.375,9.043708008,0
12.375,9.038106787,0
12.375,9.031946471,0
12.375,9.032258647,0
12.375,9.03295346,0
12.375,9.034867036,0
12.375,9.029462851,0
12.375,9.021412694,0
12.375,9.023626329,0
12.375,9.023328815,0
12.312,9.013343348,0
12.375,9.013818587,0
12.375,9.017709086,0
12.312,9.025729597,0
12.312,9.018628928,0
12.312,9.016585508,0
12.312,9.018715431,0
12.312,9.009594572,0
12.312,9.012019082,0
12.375,9.010264954,0
12.312,9.011559628,0
12.312,9.02657803,0
12.312,9.018535211,0
12.312,9.013516945,0
12.312,9.013490506,0
12.312,9.026098109,0
12.312,9.025201558,0
12.312,9.038376435,0
12.312,9.027068664,0
12.312,9.03404213,0
12.312,9.016921328,0
12.312,9.02243041,0
12.312,9.026267779,0
12.312,9.023218589,0
12.312,9.011224328,0
12.312,9.008830099,0
12.312,9.020781759,0
12.312,9.026968001,0
12.312,9.014672425,0
12.312,9.01221069,0
12.312,9.009885444,0
12.312,9.006900745,0
12.312,9.017583097,0
12.312,9.019524025,0
12.312,9.023928634,0
12.312,9.022364889,0
12.312,9.005608343,0
12.312,9.024367605,0
12.312,9.029194486,0
12.312,9.006753589,0
12.312,9.022020188,0
12.312,9.023624394,0
12.312,9.024172015,0
12.312,9.032333977,0
12.375,9.031284565,0
12.375,9.040021246,0
12.375,9.030709284,0
12.312,9.023329471,0
12.375,9.02009162,0
12.375,9.039825091,0
12.375,9.031052675,0
12.375,9.031965995,0
12.375,9.024159746,0
12.375,9.034460853,0
12.375,9.022773423,0
12.437,9.026633701,0
12.437,9.034550203,0
12.437,9.02875173,0
12.5,9.033782681,0
12.5,9.025860179,0
12.562,9.022202502,0
12.562,9.0358257,0
12.625,9.102243402,0
12.687,9.095054158,1
12.687,9.087957869,1
12.75,9.097439275,1
12.812,9.103921305,1
12.812,9.105616937,1
12.875,9.098043504,1
12.875,9.113084655,1
12.937,9.104227343,1
12.937,9.115313088,1
13,9.09737481,1
13,9.11471478,1
13.062,9.121396018,1
13.062,9.114043929,1
13.125,9.100030121,1
13.125,9.109721619,1
13.125,9.105040623,1
13.125,9.116312106,1
13.125,9.118698529,1
13.125,9.122977573,1
13.187,9.119675136,1
13.125,9.121881473,1
13.125,9.110056391,1
13.125,9.122839098,1
13.125,9.139326308,1
13.187,9.047795373,0
13.125,9.035018888,0
13.125,9.03518724,0
13.125,9.035866996,0
13.125,9.044312741,0
13.125,9.048645543,0
13.125,9.03986255,0
13.125,9.040369763,0
13.125,9.052865934,0
13.125,9.037099556,0
13.125,9.059747672,0
13.125,9.037473798,0
13.125,9.026439595,0
13.125,9.042039216,0
13.125,9.038971891,0
13.125,9.056568705,0
13.125,9.046318238,0
13.125,9.040121,0
13.125,9.04667296,0
13.125,9.047002702,0
13.125,9.050467893,0
13.125,9.046575538,0
13.125,9.04567972,0
13.125,9.054137444,0
13.125,9.050739463,0
13.125,9.049398895,0
13.125,9.046354747,0
13.125,9.055548871,0
13.125,9.053067062,0
13.125,9.045900278,0
13.125,9.043346325,0
13.125,9.056389334,0
13.062,9.062568095,0
13.125,9.051385902,0
13.125,9.060333787,0
13.125,9.047546972,0
13.125,9.064048194,0
13.125,9.0639767,0
13.125,9.060663219,0
13.125,9.050619539,0
13.062,9.050305007,0
13.062,9.070125208,0
13.062,9.064305745,0
13.125,9.04557317,0
13.125,9.039026335,0
13.062,9.04125807,0
13.062,9.040522073,0
13.062,9.041326776,0
13.062,9.045272067,0
13.062,9.054914104,0
13.062,9.049855867,0
13.062,9.05401185,0
13.062,9.048725207,0
13.062,9.043476156,0
13.062,9.058559967,0
13.125,9.058555518,0
13.062,9.045428674,0
13.062,9.052318102,0
13.125,9.047031937,0
13.062,9.03732753,0
13.062,9.045766638,0
13.062,9.046802544,0
13.062,9.052756837,0
13.062,9.062372013,0
13.062,9.060806824,0
13.062,9.044108043,0
13.062,9.052634967,0
13.062,9.049581634,0
13.062,9.035825501,0
13.062,9.040564302,0
13.062,9.056067775,0
13,9.04860601,0
13.062,9.022267753,0
13.062,9.046261668,0
13,9.1360817,0
13,9.136874668,0
13.062,9.127254166,0
13.062,9.125586562,0
13.062,9.129882064,0
13.062,9.125370954,0
13,9.129273548,0
13.062,9.113699021,0
13,9.1358937,0
13,9.125540662,0
13,9.124582112,0
13.062,9.140600661,0
13,9.137461846,0
13,9.11657707,0
13,9.140219141,0
13,9.129477671,0
13,9.133821841,0
13,9.12480961,0
13,9.117522964,0
13,9.124310373,0
13,9.130011297,0
13,9.142530517,0
13,9.134925659,0
13,9.136276866,0
13,9.131630616,0
13,9.15105314,0
13,9.136412742,0
13,9.140145788,0
13,9.141484776,0
13,9.130759035,0
13,9.127253336,0
13,9.130654614,0
12.937,9.132957148,0
12.937,9.136068676,0
12.937,9.135178942,0
13,9.136601459,0
12.937,9.123887551,0
12.937,9.131140621,0
12.937,9.131747645,0
12.937,9.131177548,0
12.937,9.125730187,0
12.937,9.113114627,0
12.937,9.125347574,0
12.937,9.133710985,0
12.937,9.135053586,0
12.937,9.132094968,0
12.937,9.120213904,0
12.937,9.11565849,0
12.937,9.116983924,0
12.937,9.128781357,0
12.937,9.133784974,0
12.937,9.126826329,0
12.937,9.127144458,0
12.937,9.120263294,0
12.875,9.115712171,0
12.937,9.144379182,0
12.875,9.133367048,0
12.937,9.137269902,0
12.937,9.132106956,0
12.875,9.142224444,0
12.937,9.121633711,0
12.875,9.135316113,0
12.937,9.150134887,0
12.875,9.116246161,0
12.875,9.1262462,0
12.875,9.135420007,0
12.875,9.127286669,0
12.875,9.130726205,0
12.875,9.126979579,0
12.875,9.139294046,0
12.875,9.138919634,0
12.875,9.1416699,0
12.875,9.143059442,0
12.875,9.150734595,0
12.875,9.149630434,0
12.875,9.144829995,0
12.875,9.142674814,0
12.875,9.146631318,0
12.812,9.150246798,0
12.875,9.153020276,0
12.875,9.148884072,0
12.875,9.146403874,0
12.812,9.147440123,0
12.812,9.159285206,0
12.812,9.156365461,0
12.812,9.148518222,0
12.812,9.15335766,0
12.812,9.156598727,0
12.812,9.160345247,0
12.812,9.148911789,0
12.812,9.145063621,0
12.812,9.155380384,0
12.812,9.152431849,0
12.812,9.134759667,0
12.812,9.142145362,0
12.812,9.145773154,0
12.812,9.151994012,0
12.812,9.139290437,0
12.75,9.155578428,0
12.812,9.16402014,0
12.812,9.160446772,0
12.812,9.159388851,0
12.812,9.161281897,0
12.75,9.171108848,0
12.75,9.157972071,0
12.75,9.155495458,0
12.75,9.152525838,0
12.75,9.154415587,0
12.75,9.156603179,0
12.75,9.153274707,0
12.75,9.165074555,0
12.75,9.14797574,0
12.75,9.164414777,0
12.75,9.153234313,0
12.75,9.16793658,0
12.75,9.157548246,0
12.75,9.140331466,0
12.75,9.150407248,0
12.75,9.141352346,0
12.75,9.141858992,0
12.75,9.139951513,0
12.687,9.136601701,0
12.687,9.130522689,0
12.687,9.133767281,0
12.687,9.130336248,0
12.687,9.140924216,0
12.687,9.137546059,0
12.687,9.145116912,0
12.687,9.145864493,0
12.687,9.141355745,0
12.687,9.147190545,0
12.687,9.136433247,0
12.687,9.145635305,0
12.687,9.147250302,0
12.687,9.136017262,0
12.687,9.134255722,0
12.687,9.140542508,0
12.625,9.137834312,0
12.687,9.14978367,0
12.687,9.142659647,0
12.625,9.157129571,0
12.687,9.156601255,0
12.687,9.141142113,0
12.625,9.14082867,0
12.625,9.158457911,0
12.687,9.146075537,0
12.625,9.13604151,0
12.625,9.147040505,0
12.687,9.145461966,0
12.625,9.153848127,0
12.625,9.151050587,0
12.625,9.15449204,0
12.625,9.149002003,0
12.625,9.14552338,0
12.625,9.154471684,0
12.625,9.160445402,0
12.625,9.161750617,0
12.625,9.153690708,0
12.625,9.146292266,0
12.625,9.158154736,0
12.625,9.161903904,0
12.625,9.151978589,0
12.625,9.150650658,0
12.625,9.163951641,0
12.625,9.151338717,0
12.625,9.158597028,0
12.562,9.157609932,0
12.562,9.157741191,0
12.562,9.172412375,0
12.562,9.157432286,0
12.562,9.173893284,0
12.562,9.147455562,0
12.562,9.158900459,0
12.562,9.167513591,0
12.562,9.171484199,0
12.562,9.15507003,0
12.562,9.161835639,0
12.562,9.167577607,0
12.562,9.167537146,0
12.562,9.158286879,0
12.562,9.166078971,0
12.562,9.162342954,0
12.562,9.164111043,0
12.562,9.165620401,0
12.562,9.17229027,0
12.562,9.16763229,0
12.562,9.166480977,0
12.562,9.164398915,0
12.562,9.16212816,0
12.562,9.153205102,0
12.562,9.16947718,0
12.562,9.158224956,0
12.562,9.167284644,0
12.562,9.15498236,0
12.562,9.167284422,0
12.562,9.17221266,0
12.562,9.14939733,0
12.562,9.154406516,0
12.562,9.171919472,0
12.562,9.154239065,0
12.562,9.152459429,0
12.562,9.16622945,0
12.562,9.151066045,0
12.562,9.17726713,0
12.562,9.172258639,0
12.625,9.168209458,0
12.562,9.166536865,0
12.562,9.172034245,0
12.625,9.170127445,0
12.625,9.177791157,0
12.625,9.179039511,0
12.562,9.169174285,0
12.625,9.192660408,0
12.625,9.172965929,0
12.625,9.175526583,0
12.625,9.197846905,0
12.625,9.176027486,0
12.625,9.184092278,0
12.625,9.179885777,0
12.625,9.199308287,0
12.687,9.196100187,0
12.687,9.191926418,0
12.687,9.19545265,0
12.687,9.187442342,0
12.687,9.191561358,0
12.75,9.180069938,0
12.75,9.180295473,0
12.75,9.188185029,0
12.75,9.19729453,0
12.812,9.171309466,0
12.812,9.169034923,0
12.875,9.155133565,0
12.875,9.169717192,0
12.937,9.19464315,0
13,9.184281447,0
13.062,9.218187348,0
13.062,9.171016004,0
13.125,9.187080269,0
13.187,9.178733984,1
13.187,9.213654829,1
13.25,9.213365759,1
13.312,9.213942106,1
13.312,9.216712913,1
13.375,9.228478731,1
13.437,9.209472553,1
13.437,9.222038698,1
13.5,9.219817314,1
13.5,9.2309585,1
13.5,9.230078848,1
13.562,9.230031705,1
13.562,9.2418217,1
13.625,9.23267496,1
13.625,9.244981587,1
13.625,9.236861501,1
13.625,9.229198022,1
13.687,9.227866496,1
13.687,9.224900461,1
13.687,9.23095828,1
13.687,9.247357492,1
13.687,9.237117289,1
13.687,9.233785265,1
13.687,9.238706859,1
13.687,9.239571755,1
13.687,9.199058104,1
13.687,9.196858041,0
13.687,9.203542969,0
13.687,9.216547079,0
13.687,9.210180006,0
13.687,9.212065509,0
13.687,9.210717195,0
13.687,9.219633602,0
13.687,9.214237041,0
13.687,9.211217717,0
13.687,9.207982689,0
13.687,9.210854814,0
13.687,9.21528273,0
13.687,9.210943232,0
13.687,9.206470634,0
13.687,9.209531472,0
13.687,9.218210328,0
13.687,9.210393186,0
13.687,9.198447682,0
13.687,9.192724733,0
13.687,9.219712834,0
13.687,9.215779366,0
13.687,9.218206281,0
13.687,9.224123811,0
13.687,9.217594102,0
13.687,9.217908295,0
13.687,9.224626564,0
13.687,9.228270128,0
13.687,9.234155299,0
13.687,9.230085199,0
13.687,9.220795535,0
13.687,9.232033592,0
13.687,9.221581084,0
13.687,9.218898795,0
13.687,9.211118155,0
13.687,9.214388036,0
13.687,9.214574881,0
13.687,9.216068088,0
13.687,9.222223808,0
13.687,9.219580158,0
13.687,9.225530241,0
13.75,9.216833903,0
13.75,9.224534047,0
13.687,9.213507416,0
13.75,9.211272166,0
13.687,9.206974813,0
13.75,9.208723091,0
13.687,9.232141959,0
13.687,9.211971209,0
13.75,9.207648187,0
13.687,9.206234793,0
13.687,9.220357161,0
13.687,9.226581125,0
13.75,9.232388531,0
13.687,9.23070737,0
13.687,9.233340222,0
13.687,9.23112107,0
13.687,9.234776342,0
13.687,9.234831631,0
13.687,9.222749405,0
13.687,9.228396315,0
13.687,9.231211157,0
13.687,9.219673987,0
13.75,9.234674867,0
13.687,9.224614122,0
13.687,9.242592983,0
13.687,9.227727209,0
13.687,9.233737461,0
13.687,9.226229519,0
13.687,9.227317128,0
13.687,9.229221915,0
13.687,9.251546776,0
13.687,9.236647009,0
13.687,9.238588655,0
13.687,9.232445138,0
13.687,9.246022219,0
13.687,9.263958025,0
13.687,9.248204963,0
13.687,9.255540266,0
13.75,9.242573482,0
13.687,9.229450212,0
13.75,9.259136031,0
13.75,9.250270806,0
13.687,9.26083415,0
13.687,9.257812757,0
13.687,9.244310355,0
13.687,9.255529794,0
13.75,9.234826156,0
13.687,9.250495166,0
13.687,9.248398468,0
13.75,9.239287372,0
13.687,9.240800841,0
13.75,9.237161692,0
13.687,9.235069925,0
13.687,9.234936912,0
13.687,9.228367439,0
13.687,9.235534514,0
13.687,9.250707388,0
13.75,9.247097587,0
13.687,9.229346744,0
13.75,9.252393508,0
13.687,9.259591396,0
13.687,9.241879567,0
13.687,9.246896245,0
13.75,9.241213382,0
13.687,9.245591906,0
13.687,9.244894928,0
13.687,9.243694601,0
13.687,9.240265965,0
13.687,9.246233194,0
13.75,9.230975243,0
13.75,9.241973185,0
13.75,9.227851126,0
13.687,9.249573046,0
13.75,9.236000492,0
13.687,9.236189103,0
13.75,9.24601252,0
13.75,9.249588959,0
13.687,9.238277413,0
13.687,9.239557711,0
13.75,9.25140726,0
13.687,9.25532197,0
13.75,9.258005311,0
13.687,9.25663717,0
13.75,9.254896243,0
13.75,9.243747327,0
13.75,9.251019798,0
13.687,9.248506707,0
13.687,9.251133929,0
13.687,9.250987839,0
13.687,9.255815034,0
13.687,9.258499761,0
13.75,9.25816032,0
13.687,9.25044708,0
13.687,9.242563209,0
13.687,9.252831793,0
13.75,9.246948041,0
13.687,9.24602223,0
13.687,9.262835293,0
13.687,9.250436386,0
13.687,9.252271524,0
